Label: Vasto lateral direito: EMG 1->Scale->Math->Filter Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math->Filter [Volts]
1,359242e+001	4,979834e-006
1,359294e+001	4,982929e-006
1,359346e+001	4,984793e-006
1,359398e+001	4,985588e-006
1,359450e+001	4,985726e-006
1,359502e+001	4,985801e-006
1,359554e+001	4,985801e-006
1,359606e+001	4,985005e-006
1,359658e+001	4,982908e-006
1,359710e+001	4,979257e-006
1,359762e+001	4,973936e-006
1,359813e+001	4,967041e-006
1,359865e+001	4,958825e-006
1,359917e+001	4,950129e-006
1,359969e+001	4,942074e-006
1,360021e+001	4,934790e-006
1,360073e+001	4,927409e-006
1,360125e+001	4,919377e-006
1,360177e+001	4,910826e-006
1,360229e+001	4,902350e-006
1,360281e+001	4,894480e-006
1,360333e+001	4,886672e-006
1,360385e+001	4,877824e-006
1,360437e+001	4,867454e-006
1,360488e+001	4,855543e-006
1,360540e+001	4,842251e-006
1,360592e+001	4,828036e-006
1,360644e+001	4,813426e-006
1,360696e+001	4,798757e-006
1,360748e+001	4,784261e-006
1,360800e+001	4,770114e-006
1,360852e+001	4,756217e-006
1,360904e+001	4,741975e-006
1,360956e+001	4,726970e-006
1,361008e+001	4,711565e-006
1,361060e+001	4,695874e-006
1,361112e+001	4,679653e-006
1,361163e+001	4,663324e-006
1,361215e+001	4,647232e-006
1,361267e+001	4,630944e-006
1,361319e+001	4,614056e-006
1,361371e+001	4,596990e-006
1,361423e+001	4,580767e-006
1,361475e+001	4,565930e-006
1,361527e+001	4,552176e-006
1,361579e+001	4,539255e-006
1,361631e+001	4,527743e-006
1,361683e+001	4,518613e-006
1,361735e+001	4,512206e-006
1,361787e+001	4,507888e-006
1,361838e+001	4,504835e-006
1,361890e+001	4,502598e-006
1,361942e+001	4,500675e-006
1,361994e+001	4,498400e-006
1,362046e+001	4,495481e-006
1,362098e+001	4,491839e-006
1,362150e+001	4,487176e-006
1,362202e+001	4,481280e-006
1,362254e+001	4,474141e-006
1,362306e+001	4,465890e-006
1,362358e+001	4,456881e-006
1,362410e+001	4,447122e-006
1,362462e+001	4,436398e-006
1,362513e+001	4,425299e-006
1,362565e+001	4,414720e-006
1,362617e+001	4,404348e-006
1,362669e+001	4,393251e-006
1,362721e+001	4,381534e-006
1,362773e+001	4,370082e-006
1,362825e+001	4,359742e-006
1,362877e+001	4,350712e-006
1,362929e+001	4,341933e-006
1,362981e+001	4,332426e-006
1,363033e+001	4,322551e-006
1,363085e+001	4,312929e-006
1,363137e+001	4,303574e-006
1,363188e+001	4,294145e-006
1,363240e+001	4,284344e-006
1,363292e+001	4,274344e-006
1,363344e+001	4,264476e-006
1,363396e+001	4,254386e-006
1,363448e+001	4,243605e-006
1,363500e+001	4,232492e-006
1,363552e+001	4,221844e-006
1,363604e+001	4,212246e-006
1,363656e+001	4,203737e-006
1,363708e+001	4,195922e-006
1,363760e+001	4,188624e-006
1,363812e+001	4,181929e-006
1,363863e+001	4,175421e-006
1,363915e+001	4,168379e-006
1,363967e+001	4,160786e-006
1,364019e+001	4,153382e-006
1,364071e+001	4,146724e-006
1,364123e+001	4,140363e-006
1,364175e+001	4,133316e-006
1,364227e+001	4,125187e-006
1,364279e+001	4,116346e-006
1,364331e+001	4,107295e-006
1,364383e+001	4,097917e-006
1,364435e+001	4,088031e-006
1,364487e+001	4,078439e-006
1,364538e+001	4,070003e-006
1,364590e+001	4,062565e-006
1,364642e+001	4,055429e-006
1,364694e+001	4,048172e-006
1,364746e+001	4,041041e-006
1,364798e+001	4,035012e-006
1,364850e+001	4,031323e-006
1,364902e+001	4,030872e-006
1,364954e+001	4,034260e-006
1,365006e+001	4,041684e-006
1,365058e+001	4,052440e-006
1,365110e+001	4,065214e-006
1,365162e+001	4,078955e-006
1,365213e+001	4,093085e-006
1,365265e+001	4,107333e-006
1,365317e+001	4,121433e-006
1,365369e+001	4,134728e-006
1,365421e+001	4,146738e-006
1,365473e+001	4,157862e-006
1,365525e+001	4,168745e-006
1,365577e+001	4,179806e-006
1,365629e+001	4,191467e-006
1,365681e+001	4,203565e-006
1,365733e+001	4,215201e-006
1,365785e+001	4,226384e-006
1,365837e+001	4,238003e-006
1,365888e+001	4,249705e-006
1,365940e+001	4,260763e-006
1,365992e+001	4,271863e-006
1,366044e+001	4,283415e-006
1,366096e+001	4,294668e-006
1,366148e+001	4,305223e-006
1,366200e+001	4,315465e-006
1,366252e+001	4,325799e-006
1,366304e+001	4,336554e-006
1,366356e+001	4,348276e-006
1,366408e+001	4,361878e-006
1,366460e+001	4,378522e-006
1,366512e+001	4,398534e-006
1,366563e+001	4,420615e-006
1,366615e+001	4,442920e-006
1,366667e+001	4,464876e-006
1,366719e+001	4,487460e-006
1,366771e+001	4,511959e-006
1,366823e+001	4,538442e-006
1,366875e+001	4,565577e-006
1,366927e+001	4,592088e-006
1,366979e+001	4,617581e-006
1,367031e+001	4,642091e-006
1,367083e+001	4,665411e-006
1,367135e+001	4,687083e-006
1,367187e+001	4,706761e-006
1,367238e+001	4,724331e-006
1,367290e+001	4,739908e-006
1,367342e+001	4,753733e-006
1,367394e+001	4,766137e-006
1,367446e+001	4,777218e-006
1,367498e+001	4,786911e-006
1,367550e+001	4,795268e-006
1,367602e+001	4,802609e-006
1,367654e+001	4,809665e-006
1,367706e+001	4,816328e-006
1,367758e+001	4,821742e-006
1,367810e+001	4,825906e-006
1,367862e+001	4,829175e-006
1,367913e+001	4,831233e-006
1,367965e+001	4,831586e-006
1,368017e+001	4,830392e-006
1,368069e+001	4,828589e-006
1,368121e+001	4,827574e-006
1,368173e+001	4,828559e-006
1,368225e+001	4,831984e-006
1,368277e+001	4,837878e-006
1,368329e+001	4,846508e-006
1,368381e+001	4,858565e-006
1,368433e+001	4,874702e-006
1,368485e+001	4,894724e-006
1,368537e+001	4,917346e-006
1,368588e+001	4,940728e-006
1,368640e+001	4,963510e-006
1,368692e+001	4,985877e-006
1,368744e+001	5,009160e-006
1,368796e+001	5,033823e-006
1,368848e+001	5,058616e-006
1,368900e+001	5,082007e-006
1,368952e+001	5,103382e-006
1,369004e+001	5,122694e-006
1,369056e+001	5,139879e-006
1,369108e+001	5,155037e-006
1,369160e+001	5,168601e-006
1,369212e+001	5,180755e-006
1,369263e+001	5,191853e-006
1,369315e+001	5,203007e-006
1,369367e+001	5,214726e-006
1,369419e+001	5,226589e-006
1,369471e+001	5,237786e-006
1,369523e+001	5,248332e-006
1,369575e+001	5,260323e-006
1,369627e+001	5,275892e-006
1,369679e+001	5,295481e-006
1,369731e+001	5,318492e-006
1,369783e+001	5,344311e-006
1,369835e+001	5,372563e-006
1,369887e+001	5,402322e-006
1,369938e+001	5,432109e-006
1,369990e+001	5,460680e-006
1,370042e+001	5,487721e-006
1,370094e+001	5,514688e-006
1,370146e+001	5,544009e-006
1,370198e+001	5,576664e-006
1,370250e+001	5,611526e-006
1,370302e+001	5,646502e-006
1,370354e+001	5,679895e-006
1,370406e+001	5,711127e-006
1,370458e+001	5,740502e-006
1,370510e+001	5,769435e-006
1,370562e+001	5,799995e-006
1,370613e+001	5,832814e-006
1,370665e+001	5,866857e-006
1,370717e+001	5,901037e-006
1,370769e+001	5,934601e-006
1,370821e+001	5,967552e-006
1,370873e+001	6,001833e-006
1,370925e+001	6,040293e-006
1,370977e+001	6,083717e-006
1,371029e+001	6,130320e-006
1,371081e+001	6,177915e-006
1,371133e+001	6,225238e-006
1,371185e+001	6,272153e-006
1,371237e+001	6,318844e-006
1,371288e+001	6,364466e-006
1,371340e+001	6,407816e-006
1,371392e+001	6,448825e-006
1,371444e+001	6,488216e-006
1,371496e+001	6,526946e-006
1,371548e+001	6,566028e-006
1,371600e+001	6,606335e-006
1,371652e+001	6,649324e-006
1,371704e+001	6,697114e-006
1,371756e+001	6,751272e-006
1,371808e+001	6,812019e-006
1,371860e+001	6,877726e-006
1,371912e+001	6,944631e-006
1,371963e+001	7,009262e-006
1,372015e+001	7,070537e-006
1,372067e+001	7,128844e-006
1,372119e+001	7,185428e-006
1,372171e+001	7,241372e-006
1,372223e+001	7,295982e-006
1,372275e+001	7,349291e-006
1,372327e+001	7,405783e-006
1,372379e+001	7,470956e-006
1,372431e+001	7,546166e-006
1,372483e+001	7,629556e-006
1,372535e+001	7,720503e-006
1,372587e+001	7,822018e-006
1,372638e+001	7,937987e-006
1,372690e+001	8,069717e-006
1,372742e+001	8,215639e-006
1,372794e+001	8,370297e-006
1,372846e+001	8,526362e-006
1,372898e+001	8,681703e-006
1,372950e+001	8,839227e-006
1,373002e+001	9,000547e-006
1,373054e+001	9,164808e-006
1,373106e+001	9,332461e-006
1,373158e+001	9,507017e-006
1,373210e+001	9,693027e-006
1,373262e+001	9,893617e-006
1,373313e+001	1,010778e-005
1,373365e+001	1,032907e-005
1,373417e+001	1,055008e-005
1,373469e+001	1,076881e-005
1,373521e+001	1,098927e-005
1,373573e+001	1,121754e-005
1,373625e+001	1,145761e-005
1,373677e+001	1,171081e-005
1,373729e+001	1,197803e-005
1,373781e+001	1,225889e-005
1,373833e+001	1,255015e-005
1,373885e+001	1,284859e-005
1,373937e+001	1,315440e-005
1,373988e+001	1,346910e-005
1,374040e+001	1,378981e-005
1,374092e+001	1,410830e-005
1,374144e+001	1,441729e-005
1,374196e+001	1,471489e-005
1,374248e+001	1,500118e-005
1,374300e+001	1,527721e-005
1,374352e+001	1,554869e-005
1,374404e+001	1,582240e-005
1,374456e+001	1,610159e-005
1,374508e+001	1,638854e-005
1,374560e+001	1,668696e-005
1,374612e+001	1,699776e-005
1,374663e+001	1,731651e-005
1,374715e+001	1,763894e-005
1,374767e+001	1,796441e-005
1,374819e+001	1,829046e-005
1,374871e+001	1,861010e-005
1,374923e+001	1,891799e-005
1,374975e+001	1,921744e-005
1,375027e+001	1,951751e-005
1,375079e+001	1,981873e-005
1,375131e+001	2,011345e-005
1,375183e+001	2,039839e-005
1,375235e+001	2,067296e-005
1,375287e+001	2,093509e-005
1,375338e+001	2,118338e-005
1,375390e+001	2,141779e-005
1,375442e+001	2,163993e-005
1,375494e+001	2,185317e-005
1,375546e+001	2,205980e-005
1,375598e+001	2,225905e-005
1,375650e+001	2,244864e-005
1,375702e+001	2,262698e-005
1,375754e+001	2,279477e-005
1,375806e+001	2,295532e-005
1,375858e+001	2,311216e-005
1,375910e+001	2,326678e-005
1,375962e+001	2,341703e-005
1,376013e+001	2,356144e-005
1,376065e+001	2,370676e-005
1,376117e+001	2,386290e-005
1,376169e+001	2,403388e-005
1,376221e+001	2,421788e-005
1,376273e+001	2,441028e-005
1,376325e+001	2,460579e-005
1,376377e+001	2,480074e-005
1,376429e+001	2,499543e-005
1,376481e+001	2,519305e-005
1,376533e+001	2,539528e-005
1,376585e+001	2,559948e-005
1,376637e+001	2,579921e-005
1,376688e+001	2,598829e-005
1,376740e+001	2,616401e-005
1,376792e+001	2,632616e-005
1,376844e+001	2,647540e-005
1,376896e+001	2,661212e-005
1,376948e+001	2,673615e-005
1,377000e+001	2,684874e-005
1,377052e+001	2,695334e-005
1,377104e+001	2,705237e-005
1,377156e+001	2,714555e-005
1,377208e+001	2,723128e-005
1,377260e+001	2,730736e-005
1,377312e+001	2,737230e-005
1,377363e+001	2,742936e-005
1,377415e+001	2,748818e-005
1,377467e+001	2,755736e-005
1,377519e+001	2,763593e-005
1,377571e+001	2,771637e-005
1,377623e+001	2,779242e-005
1,377675e+001	2,786213e-005
1,377727e+001	2,793112e-005
1,377779e+001	2,801134e-005
1,377831e+001	2,810851e-005
1,377883e+001	2,821556e-005
1,377935e+001	2,832149e-005
1,377987e+001	2,842334e-005
1,378038e+001	2,852512e-005
1,378090e+001	2,862697e-005
1,378142e+001	2,872418e-005
1,378194e+001	2,881600e-005
1,378246e+001	2,890677e-005
1,378298e+001	2,899869e-005
1,378350e+001	2,908964e-005
1,378402e+001	2,917559e-005
1,378454e+001	2,925242e-005
1,378506e+001	2,931767e-005
1,378558e+001	2,937160e-005
1,378610e+001	2,941680e-005
1,378662e+001	2,945769e-005
1,378713e+001	2,949988e-005
1,378765e+001	2,954607e-005
1,378817e+001	2,959252e-005
1,378869e+001	2,963774e-005
1,378921e+001	2,968840e-005
1,378973e+001	2,974806e-005
1,379025e+001	2,981192e-005
1,379077e+001	2,987392e-005
1,379129e+001	2,993102e-005
1,379181e+001	2,998180e-005
1,379233e+001	3,002400e-005
1,379285e+001	3,005551e-005
1,379337e+001	3,007666e-005
1,379388e+001	3,009086e-005
1,379440e+001	3,010305e-005
1,379492e+001	3,011643e-005
1,379544e+001	3,013042e-005
1,379596e+001	3,014250e-005
1,379648e+001	3,015119e-005
1,379700e+001	3,015623e-005
1,379752e+001	3,015756e-005
1,379804e+001	3,015531e-005
1,379856e+001	3,014986e-005
1,379908e+001	3,014101e-005
1,379960e+001	3,012729e-005
1,380012e+001	3,010617e-005
1,380063e+001	3,007686e-005
1,380115e+001	3,004254e-005
1,380167e+001	3,000807e-005
1,380219e+001	2,997657e-005
1,380271e+001	2,994875e-005
1,380323e+001	2,992408e-005
1,380375e+001	2,990219e-005
1,380427e+001	2,988356e-005
1,380479e+001	2,987084e-005
1,380531e+001	2,986991e-005
1,380583e+001	2,988717e-005
1,380635e+001	2,992490e-005
1,380687e+001	2,997919e-005
1,380738e+001	3,004140e-005
1,380790e+001	3,010123e-005
1,380842e+001	3,015384e-005
1,380894e+001	3,020247e-005
1,380946e+001	3,024905e-005
1,380998e+001	3,029069e-005
1,381050e+001	3,032477e-005
1,381102e+001	3,034967e-005
1,381154e+001	3,036466e-005
1,381206e+001	3,037036e-005
1,381258e+001	3,036950e-005
1,381310e+001	3,036797e-005
1,381362e+001	3,036989e-005
1,381413e+001	3,037377e-005
1,381465e+001	3,037485e-005
1,381517e+001	3,036832e-005
1,381569e+001	3,035211e-005
1,381621e+001	3,032749e-005
1,381673e+001	3,029692e-005
1,381725e+001	3,026230e-005
1,381777e+001	3,022543e-005
1,381829e+001	3,018837e-005
1,381881e+001	3,015235e-005
1,381933e+001	3,011650e-005
1,381985e+001	3,007850e-005
1,382037e+001	3,003674e-005
1,382088e+001	2,999109e-005
1,382140e+001	2,994177e-005
1,382192e+001	2,988856e-005
1,382244e+001	2,983069e-005
1,382296e+001	2,976644e-005
1,382348e+001	2,969400e-005
1,382400e+001	2,961276e-005
1,382452e+001	2,952276e-005
1,382504e+001	2,942480e-005
1,382556e+001	2,932152e-005
1,382608e+001	2,921718e-005
1,382660e+001	2,911602e-005
1,382712e+001	2,902084e-005
1,382763e+001	2,893325e-005
1,382815e+001	2,885375e-005
1,382867e+001	2,878144e-005
1,382919e+001	2,871462e-005
1,382971e+001	2,865175e-005
1,383023e+001	2,859268e-005
1,383075e+001	2,853885e-005
1,383127e+001	2,849091e-005
1,383179e+001	2,844626e-005
1,383231e+001	2,840002e-005
1,383283e+001	2,835110e-005
1,383335e+001	2,830348e-005
1,383387e+001	2,825674e-005
1,383438e+001	2,820618e-005
1,383490e+001	2,815022e-005
1,383542e+001	2,808822e-005
1,383594e+001	2,801886e-005
1,383646e+001	2,794247e-005
1,383698e+001	2,786224e-005
1,383750e+001	2,778251e-005
1,383802e+001	2,770561e-005
1,383854e+001	2,763069e-005
1,383906e+001	2,755440e-005
1,383958e+001	2,747299e-005
1,384010e+001	2,738433e-005
1,384062e+001	2,728816e-005
1,384113e+001	2,718504e-005
1,384165e+001	2,707626e-005
1,384217e+001	2,696311e-005
1,384269e+001	2,684622e-005
1,384321e+001	2,672635e-005
1,384373e+001	2,660371e-005
1,384425e+001	2,647814e-005
1,384477e+001	2,635169e-005
1,384529e+001	2,622656e-005
1,384581e+001	2,610238e-005
1,384633e+001	2,597973e-005
1,384685e+001	2,586270e-005
1,384737e+001	2,575598e-005
1,384788e+001	2,566067e-005
1,384840e+001	2,557357e-005
1,384892e+001	2,549057e-005
1,384944e+001	2,540908e-005
1,384996e+001	2,532632e-005
1,385048e+001	2,523930e-005
1,385100e+001	2,514691e-005
1,385152e+001	2,504876e-005
1,385204e+001	2,494453e-005
1,385256e+001	2,483502e-005
1,385308e+001	2,472189e-005
1,385360e+001	2,460722e-005
1,385412e+001	2,449290e-005
1,385463e+001	2,437816e-005
1,385515e+001	2,426143e-005
1,385567e+001	2,414490e-005
1,385619e+001	2,403114e-005
1,385671e+001	2,392016e-005
1,385723e+001	2,381160e-005
1,385775e+001	2,370474e-005
1,385827e+001	2,359765e-005
1,385879e+001	2,348917e-005
1,385931e+001	2,338103e-005
1,385983e+001	2,327602e-005
1,386035e+001	2,317583e-005
1,386087e+001	2,308298e-005
1,386138e+001	2,300150e-005
1,386190e+001	2,293281e-005
1,386242e+001	2,287305e-005
1,386294e+001	2,281650e-005
1,386346e+001	2,275941e-005
1,386398e+001	2,269934e-005
1,386450e+001	2,263463e-005
1,386502e+001	2,256586e-005
1,386554e+001	2,249430e-005
1,386606e+001	2,241919e-005
1,386658e+001	2,234004e-005
1,386710e+001	2,226097e-005
1,386762e+001	2,218888e-005
1,386813e+001	2,212847e-005
1,386865e+001	2,207910e-005
1,386917e+001	2,203439e-005
1,386969e+001	2,198767e-005
1,387021e+001	2,193735e-005
1,387073e+001	2,188441e-005
1,387125e+001	2,183039e-005
1,387177e+001	2,177779e-005
1,387229e+001	2,172857e-005
1,387281e+001	2,168399e-005
1,387333e+001	2,164591e-005
1,387385e+001	2,161868e-005
1,387437e+001	2,160946e-005
1,387488e+001	2,162487e-005
1,387540e+001	2,166718e-005
1,387592e+001	2,173404e-005
1,387644e+001	2,182069e-005
1,387696e+001	2,192126e-005
1,387748e+001	2,202851e-005
1,387800e+001	2,213441e-005
1,387852e+001	2,223385e-005
1,387904e+001	2,232759e-005
1,387956e+001	2,241903e-005
1,388008e+001	2,250907e-005
1,388060e+001	2,259583e-005
1,388112e+001	2,267910e-005
1,388163e+001	2,276277e-005
1,388215e+001	2,285065e-005
1,388267e+001	2,294177e-005
1,388319e+001	2,303151e-005
1,388371e+001	2,311612e-005
1,388423e+001	2,319418e-005
1,388475e+001	2,326425e-005
1,388527e+001	2,332465e-005
1,388579e+001	2,337580e-005
1,388631e+001	2,342067e-005
1,388683e+001	2,346219e-005
1,388735e+001	2,350190e-005
1,388787e+001	2,354036e-005
1,388838e+001	2,357694e-005
1,388890e+001	2,361032e-005
1,388942e+001	2,364018e-005
1,388994e+001	2,366681e-005
1,389046e+001	2,368896e-005
1,389098e+001	2,370414e-005
1,389150e+001	2,371157e-005
1,389202e+001	2,371336e-005
1,389254e+001	2,371269e-005
1,389306e+001	2,371240e-005
1,389358e+001	2,371450e-005
1,389410e+001	2,371839e-005
1,389462e+001	2,372060e-005
1,389513e+001	2,372025e-005
1,389565e+001	2,372105e-005
1,389617e+001	2,372406e-005
1,389669e+001	2,372544e-005
1,389721e+001	2,372430e-005
1,389773e+001	2,372567e-005
1,389825e+001	2,373306e-005
1,389877e+001	2,374414e-005
1,389929e+001	2,375484e-005
1,389981e+001	2,376315e-005
1,390033e+001	2,376967e-005
1,390085e+001	2,377614e-005
1,390137e+001	2,378340e-005
1,390188e+001	2,379164e-005
1,390240e+001	2,380238e-005
1,390292e+001	2,381953e-005
1,390344e+001	2,384828e-005
1,390396e+001	2,389316e-005
1,390448e+001	2,395555e-005
1,390500e+001	2,403163e-005
1,390552e+001	2,411245e-005
1,390604e+001	2,418923e-005
1,390656e+001	2,425869e-005
1,390708e+001	2,432126e-005
1,390760e+001	2,437825e-005
1,390812e+001	2,443124e-005
1,390863e+001	2,447968e-005
1,390915e+001	2,452095e-005
1,390967e+001	2,455403e-005
1,391019e+001	2,458311e-005
1,391071e+001	2,461604e-005
1,391123e+001	2,465750e-005
1,391175e+001	2,470524e-005
1,391227e+001	2,475218e-005
1,391279e+001	2,479302e-005
1,391331e+001	2,482774e-005
1,391383e+001	2,485681e-005
1,391435e+001	2,487922e-005
1,391487e+001	2,489729e-005
1,391538e+001	2,491845e-005
1,391590e+001	2,494823e-005
1,391642e+001	2,498462e-005
1,391694e+001	2,502157e-005
1,391746e+001	2,505413e-005
1,391798e+001	2,508033e-005
1,391850e+001	2,510413e-005
1,391902e+001	2,513619e-005
1,391954e+001	2,518783e-005
1,392006e+001	2,526704e-005
1,392058e+001	2,537875e-005
1,392110e+001	2,552270e-005
1,392162e+001	2,569273e-005
1,392213e+001	2,587849e-005
1,392265e+001	2,606693e-005
1,392317e+001	2,625360e-005
1,392369e+001	2,645058e-005
1,392421e+001	2,667215e-005
1,392473e+001	2,692036e-005
1,392525e+001	2,718634e-005
1,392577e+001	2,746158e-005
1,392629e+001	2,774699e-005
1,392681e+001	2,804925e-005
1,392733e+001	2,837247e-005
1,392785e+001	2,871454e-005
1,392837e+001	2,906861e-005
1,392888e+001	2,942727e-005
1,392940e+001	2,978510e-005
1,392992e+001	3,013842e-005
1,393044e+001	3,048438e-005
1,393096e+001	3,082097e-005
1,393148e+001	3,114730e-005
1,393200e+001	3,146268e-005
1,393252e+001	3,176598e-005
1,393304e+001	3,205653e-005
1,393356e+001	3,233517e-005
1,393408e+001	3,260410e-005
1,393460e+001	3,286515e-005
1,393512e+001	3,311781e-005
1,393563e+001	3,335853e-005
1,393615e+001	3,358392e-005
1,393667e+001	3,379462e-005
1,393719e+001	3,399398e-005
1,393771e+001	3,418496e-005
1,393823e+001	3,436961e-005
1,393875e+001	3,455074e-005
1,393927e+001	3,473256e-005
1,393979e+001	3,491705e-005
1,394031e+001	3,510141e-005
1,394083e+001	3,528122e-005
1,394135e+001	3,545461e-005
1,394187e+001	3,562209e-005
1,394238e+001	3,578355e-005
1,394290e+001	3,593711e-005
1,394342e+001	3,608158e-005
1,394394e+001	3,621871e-005
1,394446e+001	3,635214e-005
1,394498e+001	3,648495e-005
1,394550e+001	3,661823e-005
1,394602e+001	3,675158e-005
1,394654e+001	3,688436e-005
1,394706e+001	3,701576e-005
1,394758e+001	3,714372e-005
1,394810e+001	3,726480e-005
1,394862e+001	3,737711e-005
1,394913e+001	3,748264e-005
1,394965e+001	3,758514e-005
1,395017e+001	3,768668e-005
1,395069e+001	3,778590e-005
1,395121e+001	3,787862e-005
1,395173e+001	3,796048e-005
1,395225e+001	3,802878e-005
1,395277e+001	3,808266e-005
1,395329e+001	3,812234e-005
1,395381e+001	3,814814e-005
1,395433e+001	3,816017e-005
1,395485e+001	3,816010e-005
1,395537e+001	3,815184e-005
1,395588e+001	3,813697e-005
1,395640e+001	3,811316e-005
1,395692e+001	3,807839e-005
1,395744e+001	3,803216e-005
1,395796e+001	3,797522e-005
1,395848e+001	3,790981e-005
1,395900e+001	3,783684e-005
1,395952e+001	3,775450e-005
1,396004e+001	3,766235e-005
1,396056e+001	3,756360e-005
1,396108e+001	3,746006e-005
1,396160e+001	3,735010e-005
1,396212e+001	3,723319e-005
1,396263e+001	3,710886e-005
1,396315e+001	3,697556e-005
1,396367e+001	3,683291e-005
1,396419e+001	3,668183e-005
1,396471e+001	3,652388e-005
1,396523e+001	3,635922e-005
1,396575e+001	3,618691e-005
1,396627e+001	3,600662e-005
1,396679e+001	3,581909e-005
1,396731e+001	3,562612e-005
1,396783e+001	3,543057e-005
1,396835e+001	3,523654e-005
1,396887e+001	3,504719e-005
1,396938e+001	3,486212e-005
1,396990e+001	3,467794e-005
1,397042e+001	3,449071e-005
1,397094e+001	3,429772e-005
1,397146e+001	3,409823e-005
1,397198e+001	3,389245e-005
1,397250e+001	3,368053e-005
1,397302e+001	3,346339e-005
1,397354e+001	3,324211e-005
1,397406e+001	3,301739e-005
1,397458e+001	3,279211e-005
1,397510e+001	3,257041e-005
1,397562e+001	3,235367e-005
1,397613e+001	3,213997e-005
1,397665e+001	3,192581e-005
1,397717e+001	3,170835e-005
1,397769e+001	3,148767e-005
1,397821e+001	3,126596e-005
1,397873e+001	3,104596e-005
1,397925e+001	3,083006e-005
1,397977e+001	3,061860e-005
1,398029e+001	3,041028e-005
1,398081e+001	3,020439e-005
1,398133e+001	3,000134e-005
1,398185e+001	2,980092e-005
1,398237e+001	2,960112e-005
1,398288e+001	2,939978e-005
1,398340e+001	2,919645e-005
1,398392e+001	2,899113e-005
1,398444e+001	2,878346e-005
1,398496e+001	2,857425e-005
1,398548e+001	2,836527e-005
1,398600e+001	2,815718e-005
1,398652e+001	2,794870e-005
1,398704e+001	2,773810e-005
1,398756e+001	2,752468e-005
1,398808e+001	2,730838e-005
1,398860e+001	2,708907e-005
1,398912e+001	2,686777e-005
1,398963e+001	2,664658e-005
1,399015e+001	2,642591e-005
1,399067e+001	2,620458e-005
1,399119e+001	2,598253e-005
1,399171e+001	2,575953e-005
1,399223e+001	2,553486e-005
1,399275e+001	2,530899e-005
1,399327e+001	2,508190e-005
1,399379e+001	2,485256e-005
1,399431e+001	2,462082e-005
1,399483e+001	2,438809e-005
1,399535e+001	2,415626e-005
1,399587e+001	2,392675e-005
1,399638e+001	2,370046e-005
1,399690e+001	2,347708e-005
1,399742e+001	2,325508e-005
1,399794e+001	2,303293e-005
1,399846e+001	2,280948e-005
1,399898e+001	2,258435e-005
1,399950e+001	2,235846e-005
1,400002e+001	2,213338e-005
1,400054e+001	2,191022e-005
1,400106e+001	2,168865e-005
1,400158e+001	2,146731e-005
1,400210e+001	2,124624e-005
1,400262e+001	2,102713e-005
1,400313e+001	2,081093e-005
1,400365e+001	2,059629e-005
1,400417e+001	2,038167e-005
1,400469e+001	2,016714e-005
1,400521e+001	1,995278e-005
1,400573e+001	1,973808e-005
1,400625e+001	1,952299e-005
1,400677e+001	1,930848e-005
1,400729e+001	1,909592e-005
1,400781e+001	1,888678e-005
1,400833e+001	1,868280e-005
1,400885e+001	1,848379e-005
1,400937e+001	1,828745e-005
1,400988e+001	1,809239e-005
1,401040e+001	1,789864e-005
1,401092e+001	1,770586e-005
1,401144e+001	1,751443e-005
1,401196e+001	1,732542e-005
1,401248e+001	1,713814e-005
1,401300e+001	1,695171e-005
1,401352e+001	1,676701e-005
1,401404e+001	1,658514e-005
1,401456e+001	1,640667e-005
1,401508e+001	1,623183e-005
1,401560e+001	1,606073e-005
1,401612e+001	1,589342e-005
1,401663e+001	1,572944e-005
1,401715e+001	1,556763e-005
1,401767e+001	1,540690e-005
1,401819e+001	1,524658e-005
1,401871e+001	1,508614e-005
1,401923e+001	1,492507e-005
1,401975e+001	1,476343e-005
1,402027e+001	1,460259e-005
1,402079e+001	1,444444e-005
1,402131e+001	1,429034e-005
1,402183e+001	1,414127e-005
1,402235e+001	1,399774e-005
1,402287e+001	1,385909e-005
1,402338e+001	1,372443e-005
1,402390e+001	1,359400e-005
1,402442e+001	1,346767e-005
1,402494e+001	1,334388e-005
1,402546e+001	1,322186e-005
1,402598e+001	1,310119e-005
1,402650e+001	1,298074e-005
1,402702e+001	1,286081e-005
1,402754e+001	1,274395e-005
1,402806e+001	1,263183e-005
1,402858e+001	1,252266e-005
1,402910e+001	1,241441e-005
1,402962e+001	1,230711e-005
1,403013e+001	1,220044e-005
1,403065e+001	1,209416e-005
1,403117e+001	1,198949e-005
1,403169e+001	1,188735e-005
1,403221e+001	1,178773e-005
1,403273e+001	1,169036e-005
1,403325e+001	1,159450e-005
1,403377e+001	1,149881e-005
1,403429e+001	1,140253e-005
1,403481e+001	1,130627e-005
1,403533e+001	1,121103e-005
1,403585e+001	1,111741e-005
1,403637e+001	1,102523e-005
1,403688e+001	1,093352e-005
1,403740e+001	1,084143e-005
1,403792e+001	1,074910e-005
1,403844e+001	1,065706e-005
1,403896e+001	1,056495e-005
1,403948e+001	1,047245e-005
1,404000e+001	1,038026e-005
1,404052e+001	1,028913e-005
1,404104e+001	1,019905e-005
1,404156e+001	1,010944e-005
1,404208e+001	1,001960e-005
