Label: Vasto lateral direito: EMG 1->Scale->Math Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math [Volts]
2,458765e+001	2,153002e-005
2,458817e+001	2,136049e-005
2,458869e+001	2,898924e-005
2,458921e+001	3,966949e-005
2,458973e+001	4,085619e-005
2,459025e+001	3,712657e-005
2,459077e+001	3,187121e-005
2,459129e+001	2,271672e-005
2,459181e+001	1,678325e-005
2,459233e+001	1,780041e-005
2,459285e+001	2,000427e-005
2,459337e+001	2,102144e-005
2,459388e+001	2,068238e-005
2,459440e+001	2,186908e-005
2,459492e+001	2,627680e-005
2,459544e+001	2,593774e-005
2,459596e+001	1,949569e-005
2,459648e+001	1,322316e-005
2,459700e+001	1,203647e-005
2,459752e+001	1,474891e-005
2,459804e+001	1,407080e-005
2,459856e+001	7,459220e-006
2,459908e+001	3,729610e-006
2,459960e+001	3,899138e-006
2,460012e+001	1,864805e-006
2,460063e+001	1,695277e-006
2,460115e+001	7,289692e-006
2,460167e+001	1,559655e-005
2,460219e+001	1,407080e-005
2,460271e+001	4,746776e-006
2,460323e+001	5,085832e-006
2,460375e+001	2,322530e-005
2,460427e+001	4,187335e-005
2,460479e+001	4,509438e-005
2,460531e+001	3,916091e-005
2,460583e+001	3,288838e-005
2,460635e+001	3,102357e-005
2,460687e+001	3,305791e-005
2,460738e+001	3,373602e-005
2,460790e+001	3,509224e-005
2,460842e+001	3,475319e-005
2,460894e+001	3,102357e-005
2,460946e+001	3,136263e-005
2,460998e+001	3,339697e-005
2,461050e+001	3,136263e-005
2,461102e+001	2,712444e-005
2,461154e+001	2,492058e-005
2,461206e+001	2,966735e-005
2,461258e+001	3,509224e-005
2,461310e+001	3,678752e-005
2,461362e+001	3,526177e-005
2,461413e+001	2,966735e-005
2,461465e+001	2,271672e-005
2,461517e+001	1,678325e-005
2,461569e+001	1,237552e-005
2,461621e+001	1,695277e-005
2,461673e+001	2,322530e-005
2,461725e+001	1,610514e-005
2,461777e+001	8,306859e-006
2,461829e+001	1,440986e-005
2,461881e+001	2,288624e-005
2,461933e+001	1,983475e-005
2,461985e+001	6,102998e-006
2,462037e+001	5,085832e-006
2,462088e+001	9,154497e-006
2,462140e+001	4,407721e-006
2,462192e+001	1,356222e-006
2,462244e+001	4,916305e-006
2,462296e+001	2,017380e-005
2,462348e+001	2,983688e-005
2,462400e+001	3,000641e-005
2,462452e+001	2,492058e-005
2,462504e+001	2,559869e-005
2,462556e+001	2,814160e-005
2,462608e+001	2,661586e-005
2,462660e+001	2,254719e-005
2,462712e+001	1,407080e-005
2,462763e+001	5,085832e-007
2,462815e+001	1,237552e-005
2,462867e+001	2,068238e-005
2,462919e+001	2,746349e-005
2,462971e+001	2,593774e-005
2,463023e+001	1,780041e-005
2,463075e+001	7,289692e-006
2,463127e+001	5,085832e-007
2,463179e+001	3,390555e-006
2,463231e+001	4,916305e-006
2,463283e+001	1,051072e-005
2,463335e+001	1,373175e-005
2,463387e+001	1,644419e-005
2,463438e+001	1,949569e-005
2,463490e+001	2,119097e-005
2,463542e+001	2,424247e-005
2,463594e+001	3,034546e-005
2,463646e+001	3,136263e-005
2,463698e+001	2,831113e-005
2,463750e+001	3,068452e-005
2,463802e+001	3,560082e-005
2,463854e+001	3,237980e-005
2,463906e+001	2,424247e-005
2,463958e+001	2,153002e-005
2,464010e+001	2,017380e-005
2,464062e+001	2,186908e-005
2,464113e+001	2,390341e-005
2,464165e+001	2,153002e-005
2,464217e+001	1,678325e-005
2,464269e+001	1,101930e-005
2,464321e+001	6,950637e-006
2,464373e+001	5,763943e-006
2,464425e+001	4,238194e-006
2,464477e+001	5,933471e-006
2,464529e+001	8,476387e-006
2,464581e+001	6,272526e-006
2,464633e+001	3,560082e-006
2,464685e+001	1,712230e-005
2,464737e+001	3,407508e-005
2,464788e+001	4,763729e-005
2,464840e+001	5,272313e-005
2,464892e+001	5,221454e-005
2,464944e+001	4,000855e-005
2,464996e+001	1,813947e-005
2,465048e+001	1,424033e-005
2,465100e+001	2,119097e-005
2,465152e+001	1,237552e-005
2,465204e+001	4,238194e-006
2,465256e+001	5,933471e-006
2,465308e+001	7,289692e-006
2,465360e+001	1,356222e-005
2,465412e+001	1,322316e-005
2,465463e+001	1,542702e-005
2,465515e+001	1,542702e-005
2,465567e+001	6,781110e-006
2,465619e+001	1,017166e-006
2,465671e+001	4,068666e-006
2,465723e+001	3,899138e-006
2,465775e+001	5,424887e-006
2,465827e+001	3,051499e-006
2,465879e+001	4,068666e-006
2,465931e+001	9,324025e-006
2,465983e+001	9,663081e-006
2,466035e+001	2,542916e-006
2,466087e+001	6,272526e-006
2,466138e+001	1,068025e-005
2,466190e+001	1,101930e-005
2,466242e+001	6,442054e-006
2,466294e+001	5,255360e-006
2,466346e+001	8,984970e-006
2,466398e+001	4,407721e-006
2,466450e+001	6,272526e-006
2,466502e+001	2,102144e-005
2,466554e+001	3,153216e-005
2,466606e+001	3,271886e-005
2,466658e+001	2,831113e-005
2,466710e+001	3,000641e-005
2,466762e+001	3,424460e-005
2,466813e+001	3,407508e-005
2,466865e+001	3,271886e-005
2,466917e+001	2,424247e-005
2,466969e+001	1,101930e-005
2,467021e+001	4,577249e-006
2,467073e+001	8,476387e-006
2,467125e+001	1,847852e-005
2,467177e+001	2,475105e-005
2,467229e+001	2,339483e-005
2,467281e+001	1,678325e-005
2,467333e+001	1,864805e-006
2,467385e+001	2,492058e-005
2,467437e+001	3,237980e-005
2,467488e+001	2,559869e-005
2,467540e+001	1,440986e-005
2,467592e+001	1,525750e-006
2,467644e+001	1,847852e-005
2,467696e+001	3,221027e-005
2,467748e+001	3,441413e-005
2,467800e+001	3,068452e-005
2,467852e+001	3,187121e-005
2,467904e+001	2,932830e-005
2,467956e+001	1,322316e-005
2,468008e+001	9,663081e-006
2,468060e+001	1,780041e-005
2,468112e+001	1,576608e-005
2,468163e+001	1,678325e-005
2,468215e+001	2,051286e-005
2,468267e+001	2,525963e-005
2,468319e+001	3,204074e-005
2,468371e+001	3,509224e-005
2,468423e+001	3,102357e-005
2,468475e+001	2,644633e-005
2,468527e+001	2,407294e-005
2,468579e+001	2,322530e-005
2,468631e+001	1,135836e-005
2,468683e+001	3,560082e-006
2,468735e+001	1,542702e-005
2,468787e+001	2,525963e-005
2,468838e+001	2,254719e-005
2,468890e+001	1,915663e-005
2,468942e+001	1,305364e-005
2,468994e+001	3,729610e-006
2,469046e+001	1,186694e-006
2,469098e+001	4,068666e-006
2,469150e+001	1,101930e-005
2,469202e+001	1,017166e-005
2,469254e+001	3,390555e-006
2,469306e+001	5,085832e-007
2,469358e+001	2,034333e-006
2,469410e+001	1,695277e-007
2,469462e+001	2,034333e-006
2,469513e+001	1,017166e-006
2,469565e+001	3,560082e-006
2,469617e+001	1,101930e-005
2,469669e+001	1,525750e-005
2,469721e+001	1,203647e-005
2,469773e+001	1,356222e-006
2,469825e+001	9,493552e-006
2,469877e+001	7,967803e-006
2,469929e+001	3,051499e-006
2,469981e+001	1,135836e-005
2,470033e+001	1,610514e-005
2,470085e+001	1,457938e-005
2,470137e+001	1,237552e-005
2,470188e+001	1,169741e-005
2,470240e+001	6,781110e-006
2,470292e+001	1,695277e-006
2,470344e+001	1,864805e-006
2,470396e+001	3,390555e-007
2,470448e+001	1,695277e-006
2,470500e+001	5,085832e-007
2,470552e+001	3,560082e-006
2,470604e+001	1,101930e-005
2,470656e+001	1,542702e-005
2,470708e+001	1,169741e-005
2,470760e+001	9,154497e-006
2,470812e+001	1,440986e-005
2,470863e+001	1,813947e-005
2,470915e+001	1,576608e-005
2,470967e+001	1,288411e-005
2,471019e+001	1,542702e-005
2,471071e+001	2,322530e-005
2,471123e+001	2,237766e-005
2,471175e+001	1,203647e-005
2,471227e+001	2,542916e-006
2,471279e+001	4,407721e-006
2,471331e+001	1,542702e-005
2,471383e+001	1,746136e-005
2,471435e+001	5,594415e-006
2,471487e+001	5,933471e-006
2,471538e+001	6,442054e-006
2,471590e+001	1,186694e-006
2,471642e+001	2,373388e-006
2,471694e+001	2,203861e-006
2,471746e+001	1,695277e-007
2,471798e+001	4,238194e-006
2,471850e+001	1,186694e-005
2,471902e+001	1,644419e-005
2,471954e+001	1,474891e-005
2,472006e+001	1,288411e-005
2,472058e+001	1,135836e-005
2,472110e+001	8,645915e-006
2,472162e+001	8,306859e-006
2,472213e+001	7,120165e-006
2,472265e+001	6,442054e-006
2,472317e+001	8,645915e-006
2,472369e+001	1,373175e-005
2,472421e+001	1,966522e-005
2,472473e+001	1,847852e-005
2,472525e+001	1,220600e-005
2,472577e+001	6,950637e-006
2,472629e+001	8,645915e-006
2,472681e+001	2,288624e-005
2,472733e+001	3,983902e-005
2,472785e+001	5,814801e-005
2,472837e+001	7,476173e-005
2,472888e+001	7,306645e-005
2,472940e+001	4,933257e-005
2,472992e+001	1,678325e-005
2,473044e+001	1,525750e-006
2,473096e+001	4,238194e-006
2,473148e+001	6,272526e-006
2,473200e+001	6,611582e-006
2,473252e+001	2,881972e-006
2,473304e+001	1,813947e-005
2,473356e+001	2,407294e-005
2,473408e+001	1,847852e-005
2,473460e+001	1,118883e-005
2,473512e+001	1,186694e-006
2,473563e+001	1,881758e-005
2,473615e+001	3,712657e-005
2,473667e+001	3,712657e-005
2,473719e+001	2,729397e-005
2,473771e+001	3,000641e-005
2,473823e+001	4,085619e-005
2,473875e+001	4,729824e-005
2,473927e+001	4,628107e-005
2,473979e+001	4,187335e-005
2,474031e+001	3,237980e-005
2,474083e+001	2,390341e-005
2,474135e+001	1,881758e-005
2,474187e+001	1,813947e-005
2,474238e+001	1,983475e-005
2,474290e+001	2,136049e-005
2,474342e+001	2,525963e-005
2,474394e+001	2,492058e-005
2,474446e+001	2,017380e-005
2,474498e+001	1,440986e-005
2,474550e+001	1,000214e-005
2,474602e+001	7,120165e-006
2,474654e+001	5,933471e-006
2,474706e+001	5,255360e-006
2,474758e+001	4,916305e-006
2,474810e+001	2,542916e-006
2,474862e+001	2,203861e-006
2,474913e+001	3,221027e-006
2,474965e+001	5,255360e-006
2,475017e+001	1,678325e-005
2,475069e+001	1,847852e-005
2,475121e+001	1,508797e-005
2,475173e+001	1,305364e-005
2,475225e+001	7,967803e-006
2,475277e+001	3,051499e-006
2,475329e+001	8,306859e-006
2,475381e+001	8,476387e-007
2,475433e+001	7,459220e-006
2,475485e+001	1,101930e-005
2,475537e+001	9,663081e-006
2,475588e+001	6,102998e-006
2,475640e+001	3,899138e-006
2,475692e+001	8,645915e-006
2,475744e+001	2,898924e-005
2,475796e+001	6,035187e-005
2,475848e+001	8,306859e-005
2,475900e+001	9,205357e-005
2,475952e+001	8,747631e-005
2,476004e+001	6,831968e-005
2,476056e+001	4,492485e-005
2,476108e+001	2,831113e-005
2,476160e+001	1,254505e-005
2,476212e+001	3,899138e-006
2,476263e+001	1,542702e-005
2,476315e+001	1,508797e-005
2,476367e+001	5,255360e-006
2,476419e+001	3,899138e-006
2,476471e+001	1,661372e-005
2,476523e+001	2,525963e-005
2,476575e+001	2,542916e-005
2,476627e+001	2,695491e-005
2,476679e+001	4,102571e-005
2,476731e+001	5,204502e-005
2,476783e+001	4,899352e-005
2,476835e+001	3,899138e-005
2,476887e+001	2,780255e-005
2,476938e+001	1,864805e-005
2,476990e+001	1,339269e-005
2,477042e+001	1,000214e-005
2,477094e+001	4,577249e-006
2,477146e+001	2,373388e-006
2,477198e+001	1,237552e-005
2,477250e+001	1,678325e-005
2,477302e+001	1,373175e-005
2,477354e+001	5,085832e-007
2,477406e+001	2,068238e-005
2,477458e+001	2,865019e-005
2,477510e+001	1,644419e-005
2,477562e+001	1,220600e-005
2,477613e+001	1,661372e-005
2,477665e+001	1,322316e-005
2,477717e+001	6,272526e-006
2,477769e+001	5,594415e-006
2,477821e+001	7,628748e-006
2,477873e+001	5,933471e-006
2,477925e+001	2,881972e-006
2,477977e+001	1,186694e-006
2,478029e+001	4,238194e-006
2,478081e+001	1,525750e-005
2,478133e+001	2,220813e-005
2,478185e+001	2,169955e-005
2,478237e+001	1,983475e-005
2,478288e+001	1,491844e-005
2,478340e+001	1,068025e-005
2,478392e+001	1,780041e-005
2,478444e+001	3,848280e-005
2,478496e+001	6,136904e-005
2,478548e+001	7,255787e-005
2,478600e+001	5,984329e-005
2,478652e+001	2,932830e-005
2,478704e+001	8,645915e-006
2,478756e+001	7,120165e-006
2,478808e+001	1,034119e-005
2,478860e+001	7,289692e-006
2,478912e+001	1,017166e-006
2,478963e+001	7,967803e-006
2,479015e+001	8,815442e-006
2,479067e+001	1,610514e-005
2,479119e+001	2,729397e-005
2,479171e+001	2,610727e-005
2,479223e+001	1,593561e-005
2,479275e+001	8,306859e-006
2,479327e+001	1,186694e-005
2,479379e+001	1,695277e-005
2,479431e+001	7,289692e-006
2,479483e+001	7,120165e-006
2,479535e+001	9,324025e-006
2,479587e+001	1,864805e-006
2,479638e+001	9,154497e-006
2,479690e+001	4,068666e-006
2,479742e+001	2,203861e-006
2,479794e+001	3,221027e-006
2,479846e+001	5,594415e-006
2,479898e+001	6,611582e-006
2,479950e+001	5,085832e-007
2,480002e+001	1,135836e-005
2,480054e+001	2,525963e-005
2,480106e+001	2,865019e-005
2,480158e+001	1,474891e-005
2,480210e+001	5,594415e-006
2,480262e+001	2,085191e-005
2,480313e+001	2,898924e-005
2,480365e+001	3,237980e-005
2,480417e+001	2,949782e-005
2,480469e+001	2,288624e-005
2,480521e+001	2,000427e-005
2,480573e+001	2,627680e-005
2,480625e+001	3,729610e-005
2,480677e+001	4,848493e-005
2,480729e+001	6,102998e-005
2,480781e+001	6,764157e-005
2,480833e+001	5,865659e-005
2,480885e+001	3,712657e-005
2,480937e+001	9,324025e-006
2,480988e+001	5,085832e-006
2,481040e+001	6,272526e-006
2,481092e+001	3,068452e-005
2,481144e+001	4,119524e-005
2,481196e+001	2,458152e-005
2,481248e+001	1,118883e-005
2,481300e+001	1,118883e-005
2,481352e+001	6,611582e-006
2,481404e+001	3,373602e-005
2,481456e+001	4,000855e-005
2,481508e+001	1,474891e-005
2,481560e+001	1,491844e-005
2,481612e+001	1,305364e-005
2,481663e+001	1,118883e-005
2,481715e+001	3,577035e-005
2,481767e+001	5,119737e-005
2,481819e+001	4,831541e-005
2,481871e+001	2,356436e-005
2,481923e+001	1,101930e-005
2,481975e+001	2,525963e-005
2,482027e+001	1,051072e-005
2,482079e+001	1,118883e-005
2,482131e+001	2,712444e-005
2,482183e+001	2,966735e-005
2,482235e+001	2,153002e-005
2,482287e+001	7,798276e-006
2,482338e+001	7,289692e-006
2,482390e+001	1,152789e-005
2,482442e+001	3,390555e-006
2,482494e+001	1,525750e-006
2,482546e+001	5,085832e-007
2,482598e+001	1,525750e-006
2,482650e+001	1,474891e-005
2,482702e+001	3,712657e-005
2,482754e+001	4,729824e-005
2,482806e+001	4,119524e-005
2,482858e+001	3,237980e-005
2,482910e+001	2,424247e-005
2,482962e+001	1,813947e-005
2,483013e+001	2,237766e-005
2,483065e+001	2,983688e-005
2,483117e+001	3,068452e-005
2,483169e+001	2,509010e-005
2,483221e+001	1,966522e-005
2,483273e+001	1,576608e-005
2,483325e+001	1,373175e-005
2,483377e+001	1,254505e-005
2,483429e+001	9,154497e-006
2,483481e+001	4,407721e-006
2,483533e+001	4,577249e-006
2,483585e+001	1,068025e-005
2,483637e+001	1,610514e-005
2,483688e+001	9,324025e-006
2,483740e+001	3,560082e-006
2,483792e+001	1,237552e-005
2,483844e+001	9,154497e-006
2,483896e+001	4,916305e-006
2,483948e+001	2,373388e-006
2,484000e+001	3,560082e-006
2,484052e+001	1,203647e-005
2,484104e+001	2,186908e-005
2,484156e+001	2,271672e-005
2,484208e+001	1,610514e-005
2,484260e+001	1,237552e-005
2,484312e+001	2,186908e-005
2,484363e+001	2,949782e-005
2,484415e+001	2,559869e-005
2,484467e+001	1,915663e-005
2,484519e+001	1,780041e-005
2,484571e+001	2,576821e-005
2,484623e+001	3,763515e-005
2,484675e+001	4,255146e-005
2,484727e+001	3,458366e-005
2,484779e+001	2,254719e-005
2,484831e+001	1,576608e-005
2,484883e+001	1,508797e-005
2,484935e+001	1,712230e-005
2,484987e+001	1,830899e-005
2,485038e+001	2,000427e-005
2,485090e+001	1,796994e-005
2,485142e+001	1,186694e-005
2,485194e+001	1,186694e-005
2,485246e+001	1,542702e-005
2,485298e+001	1,237552e-005
2,485350e+001	1,237552e-005
2,485402e+001	1,796994e-005
2,485454e+001	2,119097e-005
2,485506e+001	1,847852e-005
2,485558e+001	1,339269e-005
2,485610e+001	1,101930e-005
2,485662e+001	1,118883e-005
2,485713e+001	1,152789e-005
2,485765e+001	1,288411e-005
2,485817e+001	1,440986e-005
2,485869e+001	1,169741e-005
2,485921e+001	4,746776e-006
2,485973e+001	5,255360e-006
2,486025e+001	1,101930e-005
2,486077e+001	1,678325e-005
2,486129e+001	1,780041e-005
2,486181e+001	1,135836e-005
2,486233e+001	8,645915e-006
2,486285e+001	8,984970e-006
2,486337e+001	4,238194e-006
2,486388e+001	6,272526e-006
2,486440e+001	1,254505e-005
2,486492e+001	1,373175e-005
2,486544e+001	8,645915e-006
2,486596e+001	4,407721e-006
2,486648e+001	7,628748e-006
2,486700e+001	1,610514e-005
2,486752e+001	1,712230e-005
2,486804e+001	2,203861e-006
2,486856e+001	1,695277e-005
2,486908e+001	4,000855e-005
2,486960e+001	6,933684e-005
2,487012e+001	9,239262e-005
2,487063e+001	7,510078e-005
2,487115e+001	2,186908e-005
2,487167e+001	2,254719e-005
2,487219e+001	3,458366e-005
2,487271e+001	2,492058e-005
2,487323e+001	1,271458e-005
2,487375e+001	1,186694e-006
2,487427e+001	1,813947e-005
2,487479e+001	3,712657e-005
2,487531e+001	4,933257e-005
2,487583e+001	5,594415e-005
2,487635e+001	4,034760e-005
2,487687e+001	3,051499e-006
2,487738e+001	3,204074e-005
2,487790e+001	5,085832e-005
2,487842e+001	5,543557e-005
2,487894e+001	5,221454e-005
2,487946e+001	4,017808e-005
2,487998e+001	1,678325e-005
2,488050e+001	5,255360e-006
2,488102e+001	1,746136e-005
2,488154e+001	3,136263e-005
2,488206e+001	3,509224e-005
2,488258e+001	3,187121e-005
2,488310e+001	3,102357e-005
2,488362e+001	3,170169e-005
2,488413e+001	2,898924e-005
2,488465e+001	1,847852e-005
2,488517e+001	8,476387e-007
2,488569e+001	1,661372e-005
2,488621e+001	1,915663e-005
2,488673e+001	1,847852e-005
2,488725e+001	1,763088e-005
2,488777e+001	5,594415e-006
2,488829e+001	1,847852e-005
2,488881e+001	2,407294e-005
2,488933e+001	3,221027e-006
2,488985e+001	2,542916e-006
2,489037e+001	5,255360e-006
2,489088e+001	9,663081e-006
2,489140e+001	1,542702e-005
2,489192e+001	1,949569e-005
2,489244e+001	1,440986e-005
2,489296e+001	7,967803e-006
2,489348e+001	6,950637e-006
2,489400e+001	8,306859e-006
2,489452e+001	5,255360e-006
2,489504e+001	2,542916e-006
2,489556e+001	8,984970e-006
2,489608e+001	1,356222e-005
2,489660e+001	1,271458e-005
2,489712e+001	7,798276e-006
2,489763e+001	3,899138e-006
2,489815e+001	2,881972e-006
2,489867e+001	7,120165e-006
2,489919e+001	1,695277e-007
2,489971e+001	9,324025e-006
2,490023e+001	1,051072e-005
2,490075e+001	1,237552e-005
2,490127e+001	2,051286e-005
2,490179e+001	2,068238e-005
2,490231e+001	1,644419e-005
2,490283e+001	1,813947e-005
2,490335e+001	1,746136e-005
2,490387e+001	9,493552e-006
2,490438e+001	1,525750e-006
2,490490e+001	6,611582e-006
2,490542e+001	6,950637e-006
2,490594e+001	1,525750e-006
2,490646e+001	1,068025e-005
2,490698e+001	1,288411e-005
2,490750e+001	9,663081e-006
2,490802e+001	1,864805e-006
2,490854e+001	1,186694e-006
2,490906e+001	1,864805e-006
2,490958e+001	3,221027e-006
2,491010e+001	5,085832e-007
2,491062e+001	3,221027e-006
2,491113e+001	5,255360e-006
2,491165e+001	3,899138e-006
2,491217e+001	2,881972e-006
2,491269e+001	1,237552e-005
2,491321e+001	2,322530e-005
2,491373e+001	3,204074e-005
2,491425e+001	3,763515e-005
2,491477e+001	3,882185e-005
2,491529e+001	3,678752e-005
2,491581e+001	2,932830e-005
2,491633e+001	2,186908e-005
2,491685e+001	2,220813e-005
2,491737e+001	3,000641e-005
2,491788e+001	3,424460e-005
2,491840e+001	2,915877e-005
2,491892e+001	1,966522e-005
2,491944e+001	1,457938e-005
2,491996e+001	3,560082e-006
2,492048e+001	1,373175e-005
2,492100e+001	2,865019e-005
2,492152e+001	3,746563e-005
2,492204e+001	3,221027e-005
2,492256e+001	1,508797e-005
2,492308e+001	1,695277e-007
2,492360e+001	6,950637e-006
2,492412e+001	5,255360e-006
2,492463e+001	2,542916e-006
2,492515e+001	7,967803e-006
2,492567e+001	1,440986e-005
2,492619e+001	1,051072e-005
2,492671e+001	7,120165e-006
2,492723e+001	2,542916e-005
2,492775e+001	2,865019e-005
2,492827e+001	2,492058e-005
2,492879e+001	2,339483e-005
2,492931e+001	2,085191e-005
2,492983e+001	1,034119e-005
2,493035e+001	2,203861e-006
2,493087e+001	6,950637e-006
2,493138e+001	4,577249e-006
2,493190e+001	6,611582e-006
2,493242e+001	4,458579e-005
2,493294e+001	9,001922e-005
2,493346e+001	1,132445e-004
2,493398e+001	1,191780e-004
2,493450e+001	1,174827e-004
2,493502e+001	8,357717e-005
2,493554e+001	2,203861e-006
2,493606e+001	7,171023e-005
2,493658e+001	5,865659e-005
2,493710e+001	1,864805e-006
2,493762e+001	7,289692e-006
2,493813e+001	3,187121e-005
2,493865e+001	6,425102e-005
2,493917e+001	8,764584e-005
2,493969e+001	1,017166e-004
2,494021e+001	9,408790e-005
2,494073e+001	6,933684e-005
2,494125e+001	4,746777e-005
2,494177e+001	2,797208e-005
2,494229e+001	1,915663e-005
2,494281e+001	2,254719e-005
2,494333e+001	3,407508e-005
2,494385e+001	4,865446e-005
2,494437e+001	4,950210e-005
2,494488e+001	4,797635e-005
2,494540e+001	5,780896e-005
2,494592e+001	6,323384e-005
2,494644e+001	5,475746e-005
2,494696e+001	3,848280e-005
2,494748e+001	2,966735e-005
2,494800e+001	2,848066e-005
2,494852e+001	2,898924e-005
2,494904e+001	2,492058e-005
2,494956e+001	1,576608e-005
2,495008e+001	7,967803e-006
2,495060e+001	4,577249e-006
2,495112e+001	5,085832e-007
2,495163e+001	6,611582e-006
2,495215e+001	1,813947e-005
2,495267e+001	2,542916e-005
2,495319e+001	3,441413e-005
2,495371e+001	4,628107e-005
2,495423e+001	5,679179e-005
2,495475e+001	7,493125e-005
2,495527e+001	9,103639e-005
2,495579e+001	8,612009e-005
2,495631e+001	6,492913e-005
2,495683e+001	4,255146e-005
2,495735e+001	2,712444e-005
2,495787e+001	1,559655e-005
2,495838e+001	5,424887e-006
2,495890e+001	1,017166e-006
2,495942e+001	5,424887e-006
2,495994e+001	1,508797e-005
2,496046e+001	1,898710e-005
2,496098e+001	7,798276e-006
2,496150e+001	2,542916e-006
2,496202e+001	3,560082e-006
2,496254e+001	6,781109e-007
2,496306e+001	1,017166e-006
2,496358e+001	3,729610e-006
2,496410e+001	1,220600e-005
2,496462e+001	1,983475e-005
2,496513e+001	2,593774e-005
2,496565e+001	3,000641e-005
2,496617e+001	3,305791e-005
2,496669e+001	3,339697e-005
2,496721e+001	2,814160e-005
2,496773e+001	1,373175e-005
2,496825e+001	5,255360e-006
2,496877e+001	9,324025e-006
2,496929e+001	8,984970e-006
2,496981e+001	2,373388e-006
2,497033e+001	1,186694e-006
2,497085e+001	5,255360e-006
2,497137e+001	3,729610e-006
2,497188e+001	4,238194e-006
2,497240e+001	1,271458e-005
2,497292e+001	6,950637e-006
2,497344e+001	1,746136e-005
2,497396e+001	4,119524e-005
2,497448e+001	4,695918e-005
2,497500e+001	3,678752e-005
2,497552e+001	2,254719e-005
2,497604e+001	6,950637e-006
2,497656e+001	3,729610e-006
2,497708e+001	7,289692e-006
2,497760e+001	1,237552e-005
2,497812e+001	1,746136e-005
2,497863e+001	2,237766e-005
2,497915e+001	2,627680e-005
2,497967e+001	1,678325e-005
2,498019e+001	1,017166e-006
2,498071e+001	4,916305e-006
2,498123e+001	1,017166e-006
2,498175e+001	9,324025e-006
2,498227e+001	1,712230e-005
2,498279e+001	1,712230e-005
2,498331e+001	8,306859e-006
2,498383e+001	1,186694e-006
2,498435e+001	3,051499e-006
2,498487e+001	7,967803e-006
2,498538e+001	1,000214e-005
2,498590e+001	1,440986e-005
2,498642e+001	1,101930e-005
2,498694e+001	1,864805e-006
2,498746e+001	1,949569e-005
2,498798e+001	3,848280e-005
2,498850e+001	4,390768e-005
2,498902e+001	2,865019e-005
2,498954e+001	1,322316e-005
2,499006e+001	2,881972e-006
2,499058e+001	4,577249e-006
2,499110e+001	8,476387e-006
2,499162e+001	1,000214e-005
2,499213e+001	7,967803e-006
2,499265e+001	6,950637e-006
2,499317e+001	7,628748e-006
2,499369e+001	7,459220e-006
2,499421e+001	1,864805e-006
2,499473e+001	2,881972e-006
2,499525e+001	9,324025e-006
2,499577e+001	1,610514e-005
2,499629e+001	1,220600e-005
2,499681e+001	3,560082e-006
2,499733e+001	1,695277e-006
2,499785e+001	3,051499e-006
2,499837e+001	5,085832e-007
2,499888e+001	3,560082e-006
2,499940e+001	4,238194e-006
2,499992e+001	6,611582e-006
2,500044e+001	6,611582e-006
2,500096e+001	8,984970e-006
2,500148e+001	8,815442e-006
2,500200e+001	3,051499e-006
2,500252e+001	3,729610e-006
2,500304e+001	1,305364e-005
2,500356e+001	2,186908e-005
2,500408e+001	2,763302e-005
2,500460e+001	2,186908e-005
2,500512e+001	6,611582e-006
2,500563e+001	3,221027e-006
2,500615e+001	2,034333e-006
2,500667e+001	1,356222e-006
2,500719e+001	1,186694e-006
2,500771e+001	2,542916e-006
2,500823e+001	1,186694e-006
2,500875e+001	2,881972e-006
2,500927e+001	7,967803e-006
2,500979e+001	1,034119e-005
2,501031e+001	4,407721e-006
2,501083e+001	3,899138e-006
2,501135e+001	2,542916e-006
2,501187e+001	2,373388e-006
2,501238e+001	2,203861e-006
2,501290e+001	8,476387e-007
2,501342e+001	3,729610e-006
2,501394e+001	4,068666e-006
2,501446e+001	4,577249e-006
2,501498e+001	4,238194e-006
2,501550e+001	6,442054e-006
2,501602e+001	8,984970e-006
2,501654e+001	4,407721e-006
2,501706e+001	3,390555e-007
2,501758e+001	1,525750e-006
2,501810e+001	3,390555e-007
2,501862e+001	4,407721e-006
2,501913e+001	3,560082e-006
2,501965e+001	1,864805e-006
2,502017e+001	5,933471e-006
2,502069e+001	1,169741e-005
2,502121e+001	1,305364e-005
2,502173e+001	1,474891e-005
2,502225e+001	1,644419e-005
2,502277e+001	1,373175e-005
2,502329e+001	7,289692e-006
2,502381e+001	3,221027e-006
2,502433e+001	4,238194e-006
2,502485e+001	3,221027e-006
2,502537e+001	2,203861e-006
2,502588e+001	3,221027e-006
2,502640e+001	4,577249e-006
2,502692e+001	6,611582e-006
2,502744e+001	7,628748e-006
2,502796e+001	1,864805e-006
2,502848e+001	5,255360e-006
2,502900e+001	5,594415e-006
2,502952e+001	3,051499e-006
2,503004e+001	3,390555e-007
2,503056e+001	1,695277e-007
2,503108e+001	3,729610e-006
2,503160e+001	3,560082e-006
2,503212e+001	0,000000e+000
2,503263e+001	3,051499e-006
2,503315e+001	5,255360e-006
2,503367e+001	4,068666e-006
2,503419e+001	2,203861e-006
2,503471e+001	2,881972e-006
2,503523e+001	5,255360e-006
2,503575e+001	6,950637e-006
2,503627e+001	6,442054e-006
2,503679e+001	6,611582e-006
2,503731e+001	9,663081e-006
2,503783e+001	1,051072e-005
